fid,name,mv16,district,address,contact_name,contact_designation,membership,thana
4431,Eminent Design,Fatullah Police Station,Narayanganj,"Plot B-476 (1st Floor), Road No 1, Block B, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Shameem Hossain,Proprietor,Member,Fatullah
4433,Heaven Knit Garments Ltd.,Fatullah Police Station,Narayanganj,"Plot B-120/121 (2nd Floor), Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Mostafa Jamal Pasha,Chairman,Member,Fatullah
4435,Russel Garments,Narayanganj Sadar Police Station,Narayanganj,"Osman Tower, Plot 56/1, S M Maleh Road, Tanbazar, Narayanganj-1400",Md. Jasim Uddin,"Assistant General Manager (Admin, HR & Compliance)",Member,Narayanganj Sadar
4438,A. M. S Knitwear Ltd.,Fatullah Police Station,Narayanganj,"Plot B-468/469 (3rd Floor), Road No 2, Block B, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Moniruzzaman,Managing Director,Member,Fatullah
4440,Nemrac Design Ltd.,Fatullah Police Station,Narayanganj,"Plot A-172, Road No 2, Block A, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Shahadat Hossain Duari,Director,Member,Fatullah
4442,Samrat & Co. (Pvt.) Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Plot 10, Bangabandhu Road, New Boat Khal, Narayanganj-1400",Md. Abdul Mannan Chowdhury,Manager (Commercial),Member,Narayanganj Sadar
4444,Badhan Knit Fashion Ltd.,Fatullah Police Station,Narayanganj,"(3rd Floor), Dighirchar Road, Moddho Norshingpur, Kashipur, Fatullah, Narayanganj-1400",Ahsan Al Hossain,Director,Member,Fatullah
4445,Fair Cotton (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Plot A-65/66 (2nd Floor), Road No 1, Block A, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Sajib Ahmed,Director,Member,Fatullah
4449,Time Knitwear (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"(3rd Floor), Baraibhog-Kabarsthan Road, Baraibhog, Enayetnagar, Fatullah, Narayanganj-1420",Md. Arif,Merchandiser,Member,Fatullah
4451,Latif Knitting Mills Ltd.,Fatullah Police Station,Narayanganj,"Plot A-111/112 (6th Floor), Block A, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Susmoy Banik (Liton),General Manager (Marketing & Merchandising),Member,Fatullah
4452,Deltex Knitwear Ltd.,Fatullah Police Station,Narayanganj,"Plot 269 (5th Floor), Chatlar Math Road, Dharmaganj, Enayetnagar, Fatullah, Narayanganj-1421",Md. Shamim Ahmed,Senior Merchandiser,Member,Fatullah
4454,Kazi Attires Ltd.,Fatullah Police Station,Narayanganj,"Plot B-466/511/512/513 (6th Floor), Road No 2, Block B, BSCIC Industrial Estate, Fatullah, Narayanganj-1420",Zunayed Salehin Rony,Deputy General Manager,Member,Fatullah
4456,Tangon Knit-Wear Ltd.,Fatullah Police Station,Narayanganj,"Plot A-95 (5th Floor), Block A, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Safayat Hossain (Palash),Director,Member,Fatullah
4458,Askka Textile Ltd.,Fatullah Police Station,Narayanganj,"Plot B-415 (2nd Floor), Road No 2, Block B, BSCIC Industrial Estate, Fatullah, Narayanganj-1420",Md. Moajjem Hossain (Monir),Factory Manager,Member,Fatullah
4462,Navy Hosiery,Fatullah Police Station,Narayanganj,"Plot A-2/3, Road No 2, Block A, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Aminur Rashid,Director,Member,Fatullah
4463,Balaka Knitwear & Garments (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Post Office Road, Kutubail, Fatullah, Narayanganj-1420",AKM Kamrul Hasan,General Manager,Member,Fatullah
4464,ZS Garments,Siddhirgonj Police Station,Narayanganj,"Plot 294/1 (3rd Floor), Mirpara Road, Mirpara, Godnail, Narayanganj-1432",Md. Nazrul Islam Shapon,Owner,Member,Siddhirgonj
4465,SM Knit Wear,Fatullah Police Station,Narayanganj,"Plot A-107/108 (1st Floor), Block A, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Tarikul Islam Mabir,Chief Executive Officer,Member,Fatullah
4466,R. B. Knit Wears Ltd.,Fatullah Police Station,Narayanganj,"(1st Floor), Police Line Road, Harihar Para, Fazelpur, Enayetnagar, Narayanganj Sadar, Narayanganj-1400",Ahamodur Rahman (Alamin),Director,Member,Fatullah
4467,Hadi Knit Fashion,Fatullah Police Station,Narayanganj,"Plot B-55 (4th Floor), Road No 1, Block B, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Haji Majibur Rahman,Managing Director,Member,Fatullah
4470,M.S. Dyeing Printing & Finishing Ltd.,Fatullah Police Station,Narayanganj,"Plot B-237, 252, 260 & 273, Road No 1, Block B, BSCIC Industrial Estate, Fatullah, Narayanganj-1420",Aminur Rashid,Director,Member,Fatullah
4471,Fariha Knit Tex Ltd.,Fatullah Police Station,Narayanganj,"(4th Floor), Fariha Garments Road, Baraibhog, Enayetnagar, Fatullah, Narayanganj-1400",Ruhul Amin Polash,"Assistant General Manager (Admin, HR & Compliance)",Member,Fatullah
4472,Safia Apparels Ltd.,Fatullah Police Station,Narayanganj,"Plot B-45/46/47/64/65 (2nd Floor), Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Hossain Towfiq Imam,Managing Director,Member,Fatullah
4475,Vibgyor Knit Composite Ltd.,Narayanganj Sadar Police Station,Narayanganj,"New Zamir Market (5th Floor), Plot 76/1, Ali Ahmed Chunka Road, Deobhog, Narayanganj-1400",Shaike Tanver Emam,Executive Director,Member,Narayanganj Sadar
4478,Radical Design Ltd.,Fatullah Police Station,Narayanganj,"(4th Floor), Sibu Market-Hajiganj Road, Kutubail, Fatullah, Narayanganj-1420",Md. Moniruzzaman (Monir),"Manager (Admin, HR & Compliance)",Member,Fatullah
4480,K.C Lingerie Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot 57/1 (7th Floor), ACI Water Workers Road, Godnail, Siddhirganj, Narayanganj-1400",M. A. Awal Shohel,"Assistant General Manager (Admin, HR & Compliance)",Member,Siddhirgonj
4483,Antim Knitting Dyeing & Finishing Ltd.,Rupganj Police Station,Narayanganj,"(5th Floor), Dhaka-Sylhet Highway, Barpa, Golakandail, Rupganj, Narayanganj-1460",M. Delwar Hossain,Director,Member,Rupganj
4484,B. Brothers Garments Co. Ltd.,Rupganj Police Station,Narayanganj,"Plot 90 (Ground Floor), Dhaka-Sylhet Highway, Barpa, Narayanganj-1460",Zulia Zahir Hima,Chief Executive Officer & Director,Member,Rupganj
4485,NRB Fashion,Fatullah Police Station,Narayanganj,"(6th Floor), Stadium Link Road, Ramarbag, Kutubpur, Fatullah, Narayanganj-1420",Sonjoy Kar Chowdhury,Director,Member,Fatullah
4486,Abloom Design Ltd.,Fatullah Police Station,Narayanganj,"Plot 37, Upazila Road, South Sastapur, Fatullah, Narayanganj-1420",Md. Mahabubur Rahman,Director,Member,Fatullah
4488,Alpine Knit Fabrics Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot 168, BJMC Road, Godnail, Siddhirganj, Narayanganj-1400",Md. Delwar Hossain,Managing Director,Member,Siddhirgonj
4490,Robintex (Bangladesh) Ltd.,Rupganj Police Station,Narayanganj,"(1st Floor), Dhaka-Sylhet Highway, Bhulta Bazar, Bhulta, Rupganj, Narayanganj-1462",Abdullah Al Masum,"Vice President (H.O.D, Compliance & Industrial Engineering)",Member,Rupganj
4492,A.B. Sweater Industries (BD) Ltd.,Rupganj Police Station,Narayanganj,"Holding 424 (Ground Floor), Dhaka-Sylhet Highway, Khadun, Rupganj, Narayanganj-1460",Alhaz Md. Amjad Ali Bhuiya,Managing Director,Member,Rupganj
4493,Tricot Fashion Ltd.,Fatullah Police Station,Narayanganj,"Plot A-174, A-179, Road No 2, Block A, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Kazi Joynuddin Ifthekhar,Managing Director,Member,Fatullah
4494,Tanjil Knitwear Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Plot 33/8 (3rd Floor), Isa Khan Road, Killar Pool, Narayanganj-1400",Shohag Ahammed,Merchandiser,Member,Narayanganj Sadar
4495,Favourite Knit Wears Ltd.,Rupganj Police Station,Narayanganj,"House 635 (1st Floor), Dhaka-Sylhet Highway, Borabo, Rupganj, Narayanganj-1462",Md. Mahabub Bhuiyan,Chairman,Member,Rupganj
4500,Riverstar Fashion Wear Ltd.,Rupganj Police Station,Narayanganj,"(Ground Floor), Abdul Mannan Azad Road, Gandharbapur, Taltola, Murapara, Rupganj, Narayanganj-1464",Showkat Akber Belal,Managing Director,Member,Rupganj
4502,Claxton Apparels and Textiles Ltd.,Rupganj Police Station,Narayanganj,"Holding 205 (1st Floor), Tarabo Bisshoroad, Hatipara, Tarabo, Rupganj, Narayanganj-1460",Md. Mahabubul Alam,Factory Manager,Member,Rupganj
4504,East Coast Knitwear (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"(1st Floor), Nandalalpur-Stadium Road, Shiachar, Takkar Math, Fatullah, Naraynganj-1420",Dewan Mohammad Ismail,Director,Member,Fatullah
4505,Noble Craft Ltd.,Fatullah Police Station,Narayanganj,"Plot A-113 (2nd Floor), BSCIC Industrial Estate, Hossain Ahmed Road, West Isdair, Tagarpar, Fatullah, Narayanganj-1420",Raju Ahmed Raju,Managing Director,Member,Fatullah
4506,Winner Apparels,Narayanganj Sadar Police Station,Narayanganj,"Plot 32/20 (2nd Floor), Isa Khan Road, Killar Pool, Narayanganj Sadar, Narayanganj-1400",Md. Shahadat Hossain,Manager (Commercial),Member,Narayanganj Sadar
4507,United Apparels,Bandar Police Station,Narayanganj,"Plot 231/5, Dhaka-Chattogram Highway, Fullhar, Madanpur, Bandar, Narayanganj-1412",Muntasir Moin,Managing Partner,Member,Bandar
4508,Unitex Cotton Wear (Pvt.)  Ltd.,Fatullah Police Station,Narayanganj,"Road No 5, Hossain Ahmed Road, West Isdair, Fatullah, Narayanganj-1420",Md. Fazly Rabbi Farhad,Director,Member,Fatullah
4509,Sameer & Co.,Siddhirgonj Police Station,Narayanganj,"Alek Super Market, Plot 20/21, London Market Road, Sanarpar, Narayanganj-1431",M. A. Matin,Managing Director,Member,Siddhirgonj
4510,Liberty Knitwear Ltd.,Fatullah Police Station,Narayanganj,"(3rd Floor), Post Office Road, Kather Pool, Ramarbag, Kutubpur, Fatullah, Narayanganj-1420",Amirul Hoque,Executive Director,Member,Fatullah
4511,Gramtech Knit Dyeing Finishing & Garments Industries Ltd.,Rupganj Police Station,Narayanganj,"(Ground Floor), Saoghat-Araihazar Road, Dahargaon, Golakandail, Rupganj, Narayanganj-1460",Kazi Ahammad Sharif,Chairman,Member,Rupganj
4514,Pritha Fashions Ltd.,Rupganj Police Station,Narayanganj,"(Ground Floor), Murapara Road, Trishkahonia, Bhulta, Narayanganj-1462",Jahidur Rahman,Chief Operation Officer,Member,Rupganj
4517,S. Ali Weaving Factory Ltd.,Rupganj Police Station,Narayanganj,"(1st Floor), Dhaka-Sylhet Highway, Mahana, Duptara, Rupganj, Narayanganj-1460",Md. Emam Hossain,Executive Director,Member,Rupganj
4518,Self Fashion Ltd.,Fatullah Police Station,Narayanganj,"Plot 75 (3rd Floor), Ketabnagar Road, Ketabnagar, North Masdair, Fatullah, Narayanganj-1420",Md. Saidur Rahman,Managing Director,Member,Fatullah
4519,Ahsan Apparels Ltd.,Siddhirgonj Police Station,Narayanganj,"M.S. Tower (2nd Floor), Demra-Narayanganj Road, Siddhirganj Pool, Siddhirganj, Narayanganj-1430",ASM Mizanul Ahsan,Director,Member,Siddhirgonj
4522,Kappa Fashion Wear Ltd.,Fatullah Police Station,Narayanganj,"Plot 3630, Hossain Ahmed Road, West Isdair, Tagarpar, Fatullah, Narayanganj-1420",Ahmed Fazlur Rahman,Chairman,Member,Fatullah
4523,RMW Fashionwear Ltd.,Araihazar Police Station,Narayanganj,"(Ground Floor), Saoghat-Araihazar Road, Boro Binair Char, Duptara, Araihazar, Brahmandi, Narayanganj-1460",Sabbirul Moije Khan,Managing Director,Member,Araihazar
4525,Design Destination Ltd.,Fatullah Police Station,Narayanganj,"Hossain Ahmed Road, Malancha Nagar, West Isdair, Tagarpar, Fatullah, Narayanganj-1420",Md. Mozibur Rahman,Managing Director,Member,Fatullah
4527,Raks Fashion Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot 351, Road No 4, Block E, Shahebpara, Siddhirganj, Narayanganj-1430",Md. Abdul Malek,Manager (Commercial),Member,Siddhirgonj
4529,NRG Knit-Composite,Fatullah Police Station,Narayanganj,"(1st Floor), Narayanganj-Munshiganj Highway, Bholail, Enayetnagar, Fatullah, Narayanganj-1421",Md. Sazzad Hossan,General Manager (Marketing & Merchandising),Member,Fatullah
4530,Ahsan Knitting Ltd.,Siddhirgonj Police Station,Narayanganj,"Sukkur Super Market, Plot 369, Demra-Narayanganj Road, Siddhirganj Pool, Siddhirganj, Narayanganj-1430",ASM Mizanul Ahsan,Director,Member,Siddhirgonj
4531,Fatullah Apparels,Siddhirgonj Police Station,Narayanganj,"Fatullah Complex (2nd Floor), Plot B-68/1, Wapda Road, Jalkuri, Siddhirganj, Narayanganj-1430",Fazlee Shamim Ehsan,Managing Director,Member,Siddhirgonj
4533,Al-Amin Export Ltd.,Siddhirgonj Police Station,Narayanganj,"Al-Amin Centre (4th Floor), Dhaka-Chattogram Highway, Madani Nagar, Sanarpar, Siddirganj, Narayanganj-1430",Mohammed Hossain Wahid Mahi,Director,Member,Siddhirgonj
4536,Moonlux Composite Knit Garments Ltd.,Siddhirgonj Police Station,Narayanganj,"Waxbill Plaza (3rd Floor), Demra-Narayanganj Road, Sumilpara, Siddhirganj, Narayanganj-1431",Md. Moheuddin Biswas,Managing Director,Member,Siddhirgonj
4537,Anowara Fashions Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot 35/A (3rd Floor), Demra-Narayanganj Road, Hajiganj, Narayanganj-1432",Md. Robiul Islam,General Manager,Member,Siddhirgonj
4539,Chaity Composite Ltd.,Sonargaon Police Station,Narayanganj,"(2nd Floor), Dhaka-Chattogram Highway, Chotto Shilmondi, Baidder Bazar, Narayanganj-1440",Md. Mijanur Rahman,"Deputy General Manager (Admin, HR & Compliance)",Member,Sonargaon
4541,A.M. Fashion,Bandar Police Station,Narayanganj,"Plot 649, Sonabibi Road, Bepary Para, Bandar, Narayanganj-1410",Masudur Rahman,Proprietor,Member,Bandar
4543,Sincere Knit Garments Ltd.,Fatullah Police Station,Narayanganj,"Boktaboli Road, North Norshingpur, Kashipur, Narayanganj Sadar, Narayanganj-1400",Md. Golam Fattah,Managing Director,Member,Fatullah
4544,Samuna Knit Wear Ltd.,Fatullah Police Station,Narayanganj,"Plot B-155 (4th Floor), BSCIC Industrial Estate, Fatullah, Narayanganj-1420",Md. Lutfar Rahman,Director,Member,Fatullah
4546,Four Design (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Plot B-359/360 (Ground Floor), BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Loknath Chandra Das,"Manager (Admin, HR & Compliance)",Member,Fatullah
4547,Brother Knit Composite Ltd.,Fatullah Police Station,Narayanganj,"Shahid Abdul Halim Road, Bholail, Kashipur, Narayanganj Sadar, Narayanganj-1400",Md. Zakirul Hossain,Director,Member,Fatullah
4548,Zian Tex,Fatullah Police Station,Narayanganj,"Plot B-313/316 (3rd Floor), BSCIC Industrial Estate, Fatullah, Enayetnagar, Narayanganj-1420",Mohammad Mahbubur Rahman,Proprietor,Member,Fatullah
4550,Cadtex Garments Ltd.,Fatullah Police Station,Narayanganj,"Post Office Road, Kutubail, Kutubpur, Fatullah, Narayanganj-1420",Md. Sirajul Islam,"Manager (Admin, HR & Compliance)",Member,Fatullah
4552,Le Reve Knitwear Ltd.,Fatullah Police Station,Narayanganj,"Plot A-8, Road No 2, Block A, BSCIC Industrial Estate, Shashangaon, Fatullah, Narayanganj-1420",Ripon,Senior Manager (Merchandising),Member,Fatullah
4553,Knit Garden (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Plot A-16/17, Road No 2, Block A, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Mohammad Selim Reza,Managing Director,Member,Fatullah
4554,Unison Design Ltd.,Fatullah Police Station,Narayanganj,"Plot B-365/366/367 (2nd Floor), Road No 2, Block B, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Chaitanna Kumar Mohanta,Chairman,Member,Fatullah
4557,Automation Knit Wear Ltd.,Fatullah Police Station,Narayanganj,"Plot B-204/205, Road No 1, Block B, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Amdhadul Haque (Kohinoor),Managing Director,Member,Fatullah
4559,Knit Radix Ltd.,Fatullah Police Station,Narayanganj,"(4th Floor), Boktaboli Road, Shashangaon, Narayanganj Sadar, Narayanganj-1400",Md. Khorshed Alam (Mukul),Manager (Merchandising),Member,Fatullah
20962,MAK Apparels Bangladesh Ltd.,,Dhaka,"Khan Plaza (2nd & 4th Floor), Plot 14/Ka, Ring Road, Shamoli, Adabor, Dhaka-1207",Md. Zamil,,Non Member,
20633,Anjuman Designers Ltd.,,Dhaka,"Plot Sonamia Market, Sonamia Market Narasinghapur, Yearpur, Ashulia, Dhaka-1340",Jasim Uddin Ahmed,,Non Member,
20848,Primordial Ltd. (Unit-2),,Dhaka,"Plot 88 (5th Floor), Kazi Nazrul Islam Avenue, East Tejturi Bazar, Tejgaon, Dhaka-1215",Md. Monirul Islam,,Non Member,
20380,Space Sweater Ltd. (Unit-2),,Dhaka,"Plot Bangle Plaza 4 (3rd Floor), Road No 4, Primary School Road, Block B, Jamgora, Yearpur, Ashulia, Dhaka-1349",Md. Zakir Hossain Bhuyan,,Non Member,
20565,Arrival Fashion Ltd. (Unit-2),,Dhaka,"Plot 10 (Ground Floor), Road No 1, Section 6, Block Kha, Mirpur, Dhaka-1216",Md. Afran Khan,,Non Member,
20967,Maa Fashion Wear,,Dhaka,"Plot 4 (2nd Floor), Road No 4, Darus Salam Road, Section 1, Mirpur, Dhaka-1216",Md. Mustakim Hossain,,Non Member,
20968,SPS Textiles Ltd.,,Dhaka,"GM Plaza, Plot Sha 72/2 (2nd Floor), Madrasa Road, North Badda, Dhaka-1212",Sonot Kumar Ghoush,,Non Member,
20209,Sufia Knit Fashion,,Dhaka,"Plot Sufia Mansion, Baroipara, Shimulia, Ashulia, Dhaka-1345",Md. Shakawat Hossain Shakil,,Non Member,
20970,Pabna Fashion Ltd.,,Dhaka,"Plot 36 (6th Floor), Road No 1, Section 6, Block Kha, Mirpur, Dhaka-1216",Md. Shahidul Islam Rony,,Non Member,
20972,SNS Apparels Ltd.,,Dhaka,"House 01, Road No 6, Block C, Dhour, Gulgular More, Turag, Dhaka-1230",Md. Khalilur Rahaman,,Non Member,
20973,Probashi Apparels Ltd.,,Dhaka,"Plot 1 (Ground Floor), Road No 1, Alubdi, Pallabi, Dhaka-1216",Md. Rakibul Islam Rubon,,Non Member,
20976,Sahara Fashion Ltd.,,Dhaka,"Plot 472, Monpura Shade, Satarkul Road, West Padardia, Badda, Dhaka-1212",Md. Anisul Haque Anis,,Non Member,
20866,Devoted Fashion Ltd.,,Dhaka,"Plot 1308-1309 (4th Floor), Vatara More, Vatara, Dhaka-1212",Md. Sohel Molla,,Non Member,
20070,Moda Italiana Ltd.,,Dhaka,"Plot 1301,1308-1309 (4th Floor), Vatara Bazar Road, Vatara, Dhaka-1212",Shakhawat Hossain,,Non Member,
20854,NRB's Fashion Ltd.,,Dhaka,"Plot Kha-156 (1st Floor), Road No 1, Tanpara Road, Tanpara, Khilkhet, Dhaka-1229",Md. Ebrahim Khan,,Non Member,
20980,Valento Apparels Ltd.,,Dhaka,"Plot 101/12, Kacha Bazar Road, Section 2, Borobag, Mirpur, Dhaka-1216",Md. Toslim Uddin,,Non Member,
20044,MM Fashion Wear,,Dhaka,"Dhaka-Aricha Highway, Rajphulbaria Bus Stand, Rajfulbaria, Savar, Dhaka-1347",Md. Mustafizur Rahman Badal,,Non Member,
20535,Vespa Moda,,Dhaka,"Plot 1308-1309 (3rd Floor), Vatara Bazar Road, Vatara, Dhaka-1212",Shakhawat Hossain,,Non Member,
20984,Z A Apparels Ltd. (Unit-2),,Dhaka,"Dobadia Road, Dobadia, Mollapara, Uttarkhan, Dhaka-1230",Kajal Al Mamun,,Non Member,
20218,Silver Rain Fashion,,Dhaka,"Plot 55/6-E (Ground Floor), Iman Nagar Road, Section 13, Iman Nagar, Kafrul, Dhaka-1216",Md. Asaduzzaman,,Non Member,
20986,New Delta Shirt Ltd.,,Dhaka,"(3rd Floor), Jamur Muchipara, Chalantika Housing, Savar, Dhaka-1347",Md. Shohidur R. Khan,,Non Member,
20435,Signature In Stitch Apparels Ltd.,,Dhaka,"Plot 76/2 (Ground Floor), Birulia Road, North Rajashon, Savar, Dhaka-1340",Ohidul Islam,,Non Member,
20987,Universal Trims,,Dhaka,"Plot 14 (2nd Floor), Road No 2, Section 2, Block K, Rupnagar I/A, Rupnagar, Dhaka-1216",Monirul Islam,,Non Member,
20988,N.K Knitwear,,Dhaka,"(2nd Floor), Nobinogor Aricha Ghat Highway, Nayarhat Bazar, Ashulia, Dhaka-1344",Md. Shah Zaman,,Non Member,
20408,K.M GRAPHICS Ltd.,,Dhaka,"Jorpul Road, Vorari Bottola, Tetuljhora, Savar, Dhaka-1347",Md. Hasanuzzaman,,Non Member,
20187,Windell Apparel Ltd.,,Dhaka,"Plot 134/10, Birulia Road, North Rajashan, Savar, Dhaka-1340",Songet Corraya,,Non Member,
20990,KGN. MS Fashion Ltd.,,Dhaka,"(3rd Floor), Sovapur Mosjid Road, Sovapur, Savar, Dhaka-1347",Taposh Raj Bongshi,,Non Member,
20252,Ravon Tex Ltd.,,Dhaka,"Plot 2250/B/1 (1st Floor), Shah Kabir Mazar Road To Primary School Road, Block B, Balur Math, Uttarkhan, Dhaka-1230",Rezwan Tariq,,Non Member,
20164,Janith Fashion Ltd. (DK),,Dhaka,"(7th Floor), Ashulia DEPZ Road, Jamgora, Yearpur, Ashulia, Dhaka-1349",Shoel Noor,,Non Member,
21037,Silver Clothing Ltd.,,Dhaka,"258, Police Line Road, Natun Nagar, Ashulia, Dhaka-1349",Akramuzzaman Munna,,Non Member,
21041,Daarmas Apparels Ltd.,,Dhaka,"Plot B-6 (3rd Floor), Dhaka Savar Highway, Jaleswar, Savar, Dhaka-1340",Asif Bin Ashfak,,Non Member,
