fid,name,mv16,district,address,contact_name,contact_designation,membership,thana
4213,Eusan Knit Composite Ltd.,Sonargaon Police Station,Narayanganj,"(2nd Floor), Dhaka-Chattogram Highway, Tripordi, Mograpara, Sonargaon, Narayanganj-1441",Md. Akhtar Hossin Khan,Executive Director,Member,Sonargaon
4214,Rahimaaziz Knitspin Ltd.,Fatullah Police Station,Narayanganj,"(1st Floor), Narayanganj-Munshiganj Highway, Bholail, Enayetnagar, Fatullah, Narayanganj-1421",Md. Sazzad Hossan,General Manager (Marketing & Merchandising),Member,Fatullah
4215,A. K Fashions Ltd.,Siddhirgonj Police Station,Narayanganj,"Demra-Narayanganj Road, Siddhirganj Pool, Siddhirganj, Narayanganj-1430",ASM Mizanul Ahsan,Director,Member,Siddhirgonj
4218,York Composite Ltd.,Sonargaon Police Station,Narayanganj,"Plot 9 & 10 (Ground Floor), Road No 4, BSCIC Industrial Estate, Kanchpur, Sonargaon, Narayanganj-1430",Mr. Salim Khan,Managing Director,Member,Sonargaon
4219,S.F. Apparels Ltd.,Sonargaon Police Station,Narayanganj,"(Ground Floor), Dhaka-Chattogram Highway, Nayabari, Kanchpur, Sonargaon, Narayanganj-1440",Md. Faroque Hossain Bhowiyan,"General Manager (Admin, HR & Compliance)",Member,Sonargaon
4221,Fine Tex Knitwears Ltd.,Fatullah Police Station,Narayanganj,"(3rd Floor), Gabtoli Road, North Masdair, Gabtoli, Fatullah, Narayanganj-1400",M.A Awal,Managing Director,Member,Fatullah
4222,Fatullah Dyeing & Calendering Mills Ltd.,Fatullah Police Station,Narayanganj,"Post Office Road, Lalpur, Fatullah, Narayanganj-1420",Md. Muzharul Hoque,Managing Director,Member,Fatullah
4226,Maven Design Ltd.,Fatullah Police Station,Narayanganj,"Prodhan Tower (3rd Floor), Plot 22/A, Dhaka-Narayanganj Highway, Lalpur, Fatullah, Narayanganj-1421",Md. Sobur Khan,Managing Director,Member,Fatullah
4227,S. B. Knit Composite,Fatullah Police Station,Narayanganj,"(3rd Floor), Dhaka-Narayanganj Link Road, Delpara, Kutubpur, Fatullah, Narayanganj-1420",Md. Shajahan,Chairman,Member,Fatullah
4229,Polestar Apparels (Pvt.) Ltd.,Sonargaon Police Station,Narayanganj,"Plot B-58, Road No 2, Block B, BSCIC Industrial Estate, Kanchpur, Sonargaon, Narayanganj-1441",Nazmul Hasan Aupu,Director,Member,Sonargaon
4231,Shoeb Knit Composite Ltd.,Fatullah Police Station,Narayanganj,"(2nd Floor), Road No 1, Block A, Lamapara Road, Sibu Market, Kutubpur, Fatullah, Narayanganj-1420",Pulak Kumar Das,Executive Director,Member,Fatullah
4232,Rhine Dress Ltd.,Fatullah Police Station,Narayanganj,"Hossain Sardar Road, Kha Pur, Fatullah, Narayanganj-1420",Arup Kumar Saha,"Assistant General Manager (Admin, HR & Compliance)",Member,Fatullah
4240,Metro Knitting & Dyeing Mills Ltd.,Fatullah Police Station,Narayanganj,"Stadium Link Road, Ramarbag, Kutubpur, Fatullah, Narayanganj-1420",Gaur Nitai Datta,"Assistant General Manager (Admin, HR & Compliance)",Member,Fatullah
4243,Jagaron Textile Mills Ltd.,Siddhirgonj Police Station,Narayanganj,"Jalkuri Road, Jalkuri Purba Para, Siddhirganj, Narayanganj-1420",Md. Mohiuddin Dewan,Managing Director,Member,Siddhirgonj
4244,Jabber Fashions Ltd.,Fatullah Police Station,Narayanganj,"(3rd Floor), Dhaka-Narayanganj Link Road, Delpara, Kutubpur, Fatullah, Narayanganj-1420",Md. Shajahan,Chairman,Member,Fatullah
4245,Shovon Silk & Knitting Mills (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"(10th Floor), Masdair Koborsthan Road, West Masdair, Enayetnagar, Fatullah, Narayanganj-1400",Iqbal Yousuf Shovon,Managing Director,Member,Fatullah
4247,Fakir Garments Ltd.,Fatullah Police Station,Narayanganj,"Dhaka-Narayanganj Link Road, East Chanmari, Chashara, Fatullah, Narayanganj-1420",Engr. Asaduzzaman Shikdar,Executive Director,Member,Fatullah
4249,Farhana Knit Wear,Narayanganj Sadar Police Station,Narayanganj,"Plot 10 (1st Floor), Mohim Ganguly Road, Tanbazar, Narayanganj-1400",Md. Homaun Kabir Khan Shilpi,Proprietor,Member,Narayanganj Sadar
4251,Amana Knittex Ltd.,Fatullah Police Station,Narayanganj,"Amana Complex (3rd Floor), Dhaka-Narayanganj Highway, Masdair Koborsthan, Gabtoli, Fatullah, Narayanganj-1400",Md. Rakibur Rahman Tuhin,"Senior Manager (Admin, HR & Compliance)",Member,Fatullah
4254,Sinha Industries Ltd.,Sonargaon Police Station,Narayanganj,"Dhaka-Sylhet Highway, Kanchpur, Siddhirganj, Narayanganj-1430",Cdr. Baniz Ali (Retd.),Head (Compliance),Member,Sonargaon
4255,Chand Dyeing & Processing Industries (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Plot 110, Road No 1, Sastapur, Fatullah, Narayanganj-1421",Md. Joshimuddin Masum,Managing Director,Member,Fatullah
4256,Asian Falcon Garments Ltd.,Fatullah Police Station,Narayanganj,"Plot 181/182, Block-B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Sheikh Humayun Kabir (Panna),Managing Director,Member,Fatullah
4257,Fair Apparels Ltd.,Fatullah Police Station,Narayanganj,"Plot A-28/29, Block A, BSCIC Industrial Estate, Fatullah, Enayetnagar, Narayanganj-1420",Md. Ikbal Hasan,Director,Member,Fatullah
4258,United Fashion Wear Ltd.,Fatullah Police Station,Narayanganj,"Plot A-22, Block A, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Md. Kamal Hossain,Manager (Merchandising),Member,Fatullah
4259,Reactive Dress Maker Ltd.,Fatullah Police Station,Narayanganj,"Plot 390/393 (3rd Floor), Road No 2, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Md. Khaleduzzaman (Mamoon),Managing Director,Member,Fatullah
4260,HK Knit Fashion,Fatullah Police Station,Narayanganj,"Plot A-122, Block A, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Mohammad Hatem,Managing Director,Member,Fatullah
4261,Jabon Apparels Ltd.,Fatullah Police Station,Narayanganj,"Plot A-15 (2nd Floor), Road No 2, Block A, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Md. Mamun Miah,Director,Member,Fatullah
4262,P. A. Textile Ltd.,Fatullah Police Station,Narayanganj,"Plot B-37 (2nd Floor), Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Anwar Hossain,Managing Director,Member,Fatullah
4264,Unigarden Incorporate Printing Solution,Fatullah Police Station,Narayanganj,"Plot B-136-138 (2nd Floor), Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Imtiaz Faruque Moin,Proprietor,Member,Fatullah
4265,Baizeed Knit Garments Ltd.,Fatullah Police Station,Narayanganj,"Plot B-404/405 (2nd Floor), Road No 1, BSCIC Industrial Estate, Fatullah, Narayanganj-1420",Md. Abdul Gafur,General Manager,Member,Fatullah
4266,Nirzhor Knitwear Ltd.,Fatullah Police Station,Narayanganj,"House 139 (1st Floor), Road No 2, Block C, West Nayamati, Pagla, Kutubpur, Fatullah, Narayanganj-1420",Md. Nural Amin,Managing Director,Member,Fatullah
4269,Mollah Apparels Ltd.,Fatullah Police Station,Narayanganj,"Plot A-23 (2nd Floor), Road No 2, Block A, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Abdal Warish Abir,Executive Director,Member,Fatullah
4272,Euro Knit Spinn Composite Ltd.,Fatullah Police Station,Narayanganj,"Plot B-111 (1st Floor), Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Babu Kumar Saha (Dip),Manager (HR & Compliance),Member,Fatullah
4278,J. S. Attires Ltd.,Fatullah Police Station,Narayanganj,"Plot A-63 (2nd Floor), Road No 1, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Muhammad Abdullah Abu Yousuf,Chairman,Member,Fatullah
4279,Baizeed Knit Garments Ltd.,Fatullah Police Station,Narayanganj,"Plot 424-427 (5th Floor), Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Md. Abdul Gafur,General Manager,Member,Fatullah
4280,J. N Apparels (Pvt.) Ltd.,Narayanganj Sadar Police Station,Narayanganj,"River View Complex (4th Floor), Plot 56, S M Maleh Road, Tanbazar, Narayanganj-1400",Md. Jashim Uddin,Managing Director,Member,Narayanganj Sadar
4284,Shaikat Knitwear,Fatullah Police Station,Narayanganj,"Kotalerbag, Fatullah, Narayanganj-1420",Sibbir Ahmed,General Manager,Member,Fatullah
4286,Pritam Fashion Wear (Pvt.) Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot 168, Press House, BJMC Road, Godnail, Siddhirganj, Narayanganj-1400",Md. Rana,Director,Member,Siddhirgonj
4287,Acelon Knit Composite Ltd.,Narayanganj Sadar Police Station,Narayanganj,"River View Complex (8th Floor), Plot 55/27 (New), S M Maleh Road, Tanbazar, Narayanganj-1400",Onjon Kumar Shaha,Managing Director,Member,Narayanganj Sadar
4288,R4 Fashion Wear (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Plot A-96, Road No 2, Block A, BSCIC Industrial Estate, Shashangaon, Fatullah, Narayanganj-1420",Md. Nasir Uddin,Assistant General Manager,Member,Fatullah
4290,JS Cotton International,Fatullah Police Station,Narayanganj,"Plot A-105 (2nd Floor), Road No 2, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Mahabubur Rahman Shohag,Managing Director (Proprietor),Member,Fatullah
4291,Raan Sports Knit Wear Ltd.,Fatullah Police Station,Narayanganj,"Plot B-388 (2nd Floor), Road No 2, BSCIC Industrial Estate, Shashangaon, Enayetnagar, Fatullah, Narayanganj-1420",Md. Moniruzzaman,Managing Director,Member,Fatullah
4294,New Siraj Hosiery,Narayanganj Sadar Police Station,Narayanganj,"River View Complex (6th Floor), Plot 55/1, S M Maleh Road, Tanbazar, Narayanganj-1400",Md. Muradul Islam,General Manager,Member,Narayanganj Sadar
4295,Maven Fashion Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot 168, BJMC Road, Godnail, Siddhirganj, Narayanganj-1400",AKMA Sabur (Swapan),General Manager,Member,Siddhirgonj
4299,Rahman Knit Garments Ltd.,Fatullah Police Station,Narayanganj,"(2nd Floor), Police Line Road, Harihar Para, Ponchoboti, Fatullah, Narayanganj-1400",Md. Mukaddasur Rahman,Executive Director,Member,Fatullah
4301,Abanti Colour Tex Ltd.,Fatullah Police Station,Narayanganj,"Plot SA-646 (10th Floor), Narayanganj-Munshiganj Highway, Shashangaon, Enayetnagar, Fatullah, Naraynganj-1400",Md. Sharfaraz Ahmed,General Manager (HR & Compliance),Member,Fatullah
4302,Barnali Textile & Printing Industries (Pvt.) Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot 147/3 (Old 285) (3rd Floor), Laxminarayan Ghat Road, Hazaribag, Godnail, Narayanganj-1432",Md. Ismail Hossain,General Manager (Production & Merchandising),Member,Siddhirgonj
4303,Pantex Dress Ltd.,Fatullah Police Station,Narayanganj,"Plot A-21 (1st Floor), Block A, Central Mosjid Alley, BSCIC Industrial Estate, Shashangaon, Fatullah, Narayanganj-1420",Amirul Islam,General Manager (Operation),Member,Fatullah
4305,Knit World Ltd.,Fatullah Police Station,Narayanganj,"Plot A-91, Road No 2, Block A, BSCIC Industrial Estate, Fatullah, Narayanganj-1420",Md. Mujahidul Islam,Managing Director,Member,Fatullah
4306,Pretom Fashion Wear,Fatullah Police Station,Narayanganj,"Plot B-129/130, Road No 1, Block B, BSCIC Industrial Estate, Fatullah, Narayanganj-1420",Md. Mujahidul Islam,Managing Director,Member,Fatullah
4307,Tex Asia Ltd.,Fatullah Police Station,Narayanganj,"Sibu Market-Fatullah Road, Sibu Market, Sastapur, Fatullah, Narayanganj-1421",Md. Shahidul Islam,Managing Director,Member,Fatullah
4308,Four Knit Wear Ltd.,Siddhirgonj Police Station,Narayanganj,"Demra-Narayanganj Road, Pathantuli, Godnail, Narayanganj-1400",Md. Ali Akbar,Manager (Merchandising),Member,Siddhirgonj
4311,Nemcon Design Ltd.,Fatullah Police Station,Narayanganj,"Plot 109, Demra-Narayanganj Road, Hajiganj, Pathantuli, Narayanganj-1400",Md. Monirul Islam,Manager (Commercial),Member,Fatullah
4312,K. R. Knit Fashions Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Plot 17/2 (4th Floor), S M Maleh Road, Tanbazar, Narayanganj-1400",Md. Mofizur Rahman,Chairman,Member,Narayanganj Sadar
4314,Samsons Winterwear Industries Ltd.,Fatullah Police Station,Narayanganj,"Samsons Complex (3rd Floor), Plot 728/729, Upazila Road, South Sastapur, Fatullah, Narayanganj-1420",Basudeb Howlader,Managing Director,Member,Fatullah
4315,Monira Knit Apparels Ltd.,Fatullah Police Station,Narayanganj,"Plot 191 (3rd Floor), Police Line Road, West Masdair, Fatullah, Narayanganj-1400",SK Mahbub Alam Sunny,Director,Member,Fatullah
4317,Nazmul Hosiery (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"(3rd Floor), Stadium Link Road, Takker Math, Shiachar, Kutubpur, Fatullah, Narayanganj-1420",Moniruzzaman,Director,Member,Fatullah
4318,Garnish Sweaters Ltd.,Rupganj Police Station,Narayanganj,"Borabo, Jatramura, Rupganj, Narayanganj-1460",Md. Tazul Islam,Managing Director,Member,Rupganj
4319,Sarada Knitwear Ltd.,Fatullah Police Station,Narayanganj,"South Sastapur, Fatullah, Narayanganj-1420",Subrata Kumar Roy,Chairman,Member,Fatullah
4320,Mack Knit Wear (Unit-2),Siddhirgonj Police Station,Narayanganj,"Plot 168, BJMC Road, Godnail, Siddhirganj, Narayanganj-1400",Biplob Hossain Hawlader,Managing Director,Member,Siddhirgonj
4322,Bhuiyan Fabrics Ltd.,Rupganj Police Station,Narayanganj,"(Ground Floor), Dhaka-Sylhet Highway, Khadun, Rupshi, Rupganj, Narayanganj-1460",Md. Mostofa Monwar Bhuiyan,Managing Director,Member,Rupganj
4323,SIF Textile Industries Ltd.,Rupganj Police Station,Narayanganj,"Plot 84 (2nd Floor), Dhaka-Sylhet Highway, Barpa, Rupshi, Tarabo, Rupganj, Narayanganj-1460",Kazi Nuruzzaman,General Manager,Member,Rupganj
4324,Kashpean Sweater Ltd.,Fatullah Police Station,Narayanganj,"Plot A-13 (1st Floor), Chandni Housing Road, Harihar Para, Fatullah, Narayanganj-1421",Md. Shariful Islam,Merchandiser,Member,Fatullah
4325,Emiz Fashion,Narayanganj Sadar Police Station,Narayanganj,"River View Complex (2nd Floor), Plot 56, S M Maleh Road, Tanbazar, Narayanganj-1400",Emdadul Hasan,Proprietor,Member,Narayanganj Sadar
4326,Queens Apparels Ltd.,Rupganj Police Station,Narayanganj,"Holding 4 (2nd Floor), Dhaka-Sylhet Highway, Tatki, Tarabo Pouroshova, Rupganj, Narayanganj-1460",Uttam Prasad,Chief Executive Officer & Director,Member,Rupganj
4327,Benetex Industries Ltd.,Rupganj Police Station,Narayanganj,"Harvest Rich Industrial Park (2nd Floor), Dhaka-Sylhet Highway, Golakandail, Bhulta, Rupganj, Narayanganj-1462",Bijoy Chandra Biswas,Head (HR & Compliance),Member,Rupganj
4329,Mahin Sweater Ltd.,Fatullah Police Station,Narayanganj,"(4th Floor), Masdair Koborsthan Road, West Masdair, Fatullah, Narayanganj-1400",Md. Delwar hossain,General Manager (Production & Planning),Member,Fatullah
4330,Knit Reflex Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Narayanganj-Munshiganj Highway, Bairtek Sayedpur, Gognagar, Narayanganj-1400",Dil Mohammad Emran,Managing Director,Member,Narayanganj Sadar
4331,MG Niche Flair Ltd.,Rupganj Police Station,Narayanganj,"Plot 340/1, Sluice Gate Road, Dighi Borabo, Jatramura, Rupganj, Narayanganj-1460",Md. Shahidul Islam,Manager,Member,Rupganj
4332,Alif Industries Ltd.,Rupganj Police Station,Narayanganj,"Holding 5, Dhaka-Sylhet Highway, Tatki, Rupganj, Narayanganj-1460",Md. Azharul Islam,Director,Member,Rupganj
4333,Esquire Sweaters Ltd.,Fatullah Police Station,Narayanganj,"Hossain Ahmed Road, West Isdair, Fatullah, Narayanganj-1420",M. A. Awal,Managing Director,Member,Fatullah
4336,Lexel Knitwear Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Plot 32/27, Isa Kha Road, Killar Pool, Narayanganj-1400",Jony Bhowmic,Executive (HR & Compliance),Member,Narayanganj Sadar
4337,Barnali Fabrics Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Narayanganj-Munshiganj Highway, Char Sayedpur, Gognagar, Narayanganj-1400",Md. Mohiuddin Ripon,Assistant General Manager,Member,Narayanganj Sadar
4339,Pacific Export,Narayanganj Sadar Police Station,Narayanganj,"Plot 231/6 (2nd Floor), Bangabandhu Road, Balur Math, Chashara Narayanganj-1400",S M Bayezid,Deputy General Manager (Internal Audit & Compliance),Member,Narayanganj Sadar
4342,M M Knitwear,Fatullah Police Station,Narayanganj,"Plot A-98, Road No 2, Block A, BSCIC Industrial Estate, Shashangaon, Fatullah, Narayanganj-1420",Ashiqur Rahman,Managing Director,Member,Fatullah
4343,Vibgyor Fashion Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Plot 129/B (New) (2nd Floor), Talla Road, Kha Pur, Talla, Narayanganj-1400",Md. Ashaherul Islam,General Manager,Member,Narayanganj Sadar
4344,Century Apparels Ltd.,Fatullah Police Station,Narayanganj,"Holding 1 (2nd Floor), Block B, Masdair Koborsthan Road, West Masdair, Enayetnagar, Fatullah, Narayanganj-1400",Shahnawaz Zegar,Senior Manager (Merchandising),Member,Fatullah
4347,Russel Garments,Narayanganj Sadar Police Station,Narayanganj,"Plot 37, Isa Khan Road, Hajiganj, Narayanganj Sadar, Narayanganj-1400",Robi Shankor Roy,Assistant Manager,Member,Narayanganj Sadar
4348,Micro Fibre Ltd.,Fatullah Police Station,Narayanganj,"(3rd Floor), Post Office Road, Kather pool, Ramarbag, Kutubpur, Fatullah, Narayanganj-1420",Masud Ahmed,Assistant General Manager,Member,Fatullah
4350,Rose Garden Apparels Ltd.,Fatullah Police Station,Narayanganj,"(2nd Floor), Nayamati Road, Lamapara, Kutubpur, Narayanganj-1420",Md. Abdur Rouf,Senior Manager,Member,Fatullah
4351,Cosmo Knitwear (Pvt.) Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Plot 70, (Old 58) (2nd Floor), Nayamati Road, Nayamati, Narayanganj-1400",Animesh Kumar Saha,Chairman,Member,Narayanganj Sadar
4353,Prime Garments Ltd.,Narayanganj Sadar Police Station,Narayanganj,"Plot 33/1 (4th Floor), Isa Khan Road, Killar Pool, Narayanganj-1400",Md. Bokul,Manager (Commercial),Member,Narayanganj Sadar
4354,Sun Knit Wears,Fatullah Police Station,Narayanganj,"Hossain Sardar Road, Chanmari, Fatullah, Narayanganj-1420",Md. Samsuzzaman,Director,Member,Fatullah
4355,Hanjala Textiles Park Ltd.,Rupganj Police Station,Narayanganj,"(1st Floor), Khaisair, Daudpur, Rupganj, Narayanganj-1720",Khandaker Faridul Akbar,Managing Director,Member,Rupganj
4356,Mithela Textile Industries Ltd.,Araihazar Police Station,Narayanganj,"(1st Floor), Mollapara Link Road, Khanpara, Araihazar, Narayanganj-1460",Md. Azhar Khan,Chairman,Member,Araihazar
4358,Moonlux Knit Garments Ltd.,Siddhirgonj Police Station,Narayanganj,"M.S. Tower (3rd Floor), Demra-Narayanganj Road, Siddhirganj Pool, Siddhirganj, Narayanganj-1430",Md. Abu Sayem,Executive Director,Member,Siddhirgonj
4359,Aus Bangla Jutex Ltd.,Araihazar Police Station,Narayanganj,"(Ground Floor), Araihazar-Narsingdi Road, Lengardi, Brahmandi, Araihajar, Narayanganj-1450",Md. Uzzal Mia,Assistant Manager (Accounts & Merchandising),Member,Araihazar
4360,Fuji Knitwears Ltd.,Fatullah Police Station,Narayanganj,"Hossain Ahmed Road, West Isdair, Fatullah, Narayanganj-1420",Moinuddin Ahmed,Director,Member,Fatullah
4361,United Costume Ltd.,Fatullah Police Station,Narayanganj,"Plot 1/A, Road No 2, Hossain Ahmed Road, Malancha Nagar, West Isdair, Fatullah, Narayanganj-1420",Bazlur Rashid,Managing Director,Member,Fatullah
4362,United Knit Wears (Pvt.) Ltd.,Siddhirgonj Police Station,Narayanganj,"Block B, Tatkhana Road, Enayetnagar, Narayanganj-1432",Ali Akkas,Director,Member,Siddhirgonj
4363,Modish Attires Ltd.,Fatullah Police Station,Narayanganj,"Haji Complex (2nd Floor), Police Line Road, Iron Market, Enayetnagar, Fatullah, Narayanganj-1400",Alhaz Md. Mojibur Rahman,Managing Director,Member,Fatullah
4364,Kentucky Textiles Ltd.,Sonargaon Police Station,Narayanganj,"(1st Floor), Dhaka-Chattogram Highway, Ratandi, Mograpara, Sonargaon, Narayanganj-1440",Md. Helal Uddin,General Manager,Member,Sonargaon
4369,Lethe Apparels Ltd.,Siddhirgonj Police Station,Narayanganj,"Lithe Complex, Asian Highway, Sanarpar, Siddhirganj, Narayanganj-1430",Munir Uzzaman,Director,Member,Siddhirgonj
4371,Fatullah Fabrics Ltd.,Fatullah Police Station,Narayanganj,"Post Office Road, Lalpur, Fatullah, Narayanganj-1420",Md. Emdadul Hoque,Managing Director,Member,Fatullah
4374,Seacotex Fabrics Ltd.,Siddhirgonj Police Station,Narayanganj,"College Road, Sanarpar, Siddhirganj, Narayanganj-1430",Mehdi Hasan Shibly,Group Director,Member,Siddhirgonj
4375,KNZ Knit Wear Ltd.,Fatullah Police Station,Narayanganj,"Al-Amin Bagh, Tagarpar, Fatullah, Narayanganj-1420",Golam Zakaria Bhuiyan,Managing Director,Member,Fatullah
4376,Maple Fashion Wears,Fatullah Police Station,Narayanganj,"(5th Floor), Post Office Road, Lalpur, Fatullah, Narayanganj-1420",Mizanur Rahman,Managing Director,Member,Fatullah
4377,H & R Apparels,Fatullah Police Station,Narayanganj,"Plot 117, Sibu Market-Hajiganj Road, Hajiganj, Fatullah, Narayanganj-1420",Md. Rahim Uddin,Proprietor,Member,Fatullah
4378,Rupashi Fabrics Complex (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"(2nd Floor), Lamapara Road, Sibu Market, Kutubpur, Fatullah, Narayanganj-1420",Pulak Kumar Das,Executive Director,Member,Fatullah
4380,Best Style Composite Ltd.,Fatullah Police Station,Narayanganj,"Azad Plaza, House 6, Block B, Israfil Sarkar Road, Fatullah, Narayanganj-1421",Md. Zakir Hossain Jewel,Managing Director,Member,Fatullah
4382,Dream Yard Attires Ltd.,Fatullah Police Station,Narayanganj,"Dhaka-Narayanganj Link Road, West Isdair, Chanmari, Fatullah, Narayanganj-1420",Ahsan Habib,Managing Director,Member,Fatullah
4383,Jazira Fabrics,Fatullah Police Station,Narayanganj,"(2nd Floor), Hossain Ahmed Road, North Masdair, Fatullah, Narayanganj-1420",Md. Rafiqul Islam,Proprietor,Member,Fatullah
4391,West Knitwear Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot B-23 (2nd Floor), Demra-Narayanganj Road, Sumilpara, Siddhirganj, Narayanganj-1431",Edamin Ibrahim Khalil,General Manager,Member,Siddhirgonj
4392,Krishnachura Fashions Ltd.,Siddhirgonj Police Station,Narayanganj,"Plot 359/360 (2nd Floor), Demra-Narayanganj Road, Siddhirganj Pool, Narayanganj-1430",Bhajan Kumar Saha,Managing Director,Member,Siddhirgonj
4394,Dowas-Land Dyeing & Finishing Ind's Ltd.,Siddhirgonj Police Station,Narayanganj,"House 68 (2nd Floor), Block B, Samad Member Road, Jalkuri, Siddhirganj, Narayanganj-1420",Shaheen Kadeeri,Executive Director,Member,Siddhirgonj
4395,Goumati Knitwears Ltd.,Fatullah Police Station,Narayanganj,"Hossain Sardar Road, Kha Pur, Fatullah, Narayanganj-1420",Arup Kumar Saha,"Assistant General Manager (Admin, HR & Compliance)",Member,Fatullah
4398,Vibgyor Knit Composite Ltd. (Unit-2),Siddhirgonj Police Station,Narayanganj,"WAPDA Road, Uttar Para, Jalkuri, Siddhirganj, Narayanganj-1420",Shaike Tanver Emam,Executive Director,Member,Siddhirgonj
4399,Knit Syndicate,Siddhirgonj Police Station,Narayanganj,"Plot A-248 (3rd Floor), Dhaka-Narayanganj Link Road, Jalkuri, Narayanganj-1421",Md. Abdul Hannan,Managing Director,Member,Siddhirgonj
4400,J. M. Knitwear Ltd.,Fatullah Police Station,Narayanganj,"Hossain Ahmed Road, West Isdair, Tagarpar, Fatullah, Narayanganj-1421",Md. Jamilur Rahman,Managing Director,Member,Fatullah
4401,Amana Knittex,Fatullah Police Station,Narayanganj,"Amana Complex (3rd Floor), Dhaka-Narayanganj Highway, Masdair Koborsthan, Gabtoli, Fatullah, Narayanganj-1400",Mohammad Sohaluzzaman Bhuiyan,Assistant General Manager (Marketing),Member,Fatullah
4404,Opex Apparels Ltd.,Sonargaon Police Station,Narayanganj,"Dhaka-Sylhet Highway, Kanchpur, Siddhirganj, Narayanganj-1430",Cdr. Baniz Ali (Retd.),Head (Compliance),Member,Sonargaon
4405,Opex Industries Ltd.,Sonargaon Police Station,Narayanganj,"Dhaka-Sylhet Highway, Kanchpur, Siddhirganj, Narayanganj-1430",Cdr. Baniz Ali (Retd.),Head (Compliance),Member,Sonargaon
4406,ZAS Apparels (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Road No 7, Shantidhara, Kutubpur, Fatullah, Narayanganj-1420",Abul Kalam Azad,Assistant General Manager,Member,Fatullah
4408,Fahim Apparels Ltd.,Fatullah Police Station,Narayanganj,"Plot B-215/216/217, Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Md. Iqbal Hossain,Managing Director,Member,Fatullah
4411,Sincere Composite Ltd.,Fatullah Police Station,Narayanganj,"Shahid Abdul Halim Road, North Norshingpur, Kashipur, Fatullah, Narayanganj-1400",Md. Saiful Islam,General Manager,Member,Fatullah
4414,Tunic Style Wear Ltd.,Fatullah Police Station,Narayanganj,"Plot B-179/180, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",A.K.M. Mahabubul Hasan Shipu,Managing Director,Member,Fatullah
4422,Rajmoni Apparels (Pvt.) Ltd.,Fatullah Police Station,Narayanganj,"Plot 108 (2nd Floor), Road No 2, Block F, Dhaka-Narayanganj Link Road, Purbo Para, Bhuigar, Kutubpur, Fatullah, Narayanganj-1420",Md. Shahidul Islam,Managing Director,Member,Fatullah
4423,Tamai Knit Fashion Ltd.,Fatullah Police Station,Narayanganj,"Plot B-70/71/72/87 (4th Floor), Road No 1, Block B, BSCIC Industrial Estate, Fatullah, Narayanganj-1420",David,Director,Member,Fatullah
4425,Scarlet Knitwears Ltd.,Fatullah Police Station,Narayanganj,"Plot B-160-163, Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Md. Anwar Hossain,Managing Director,Member,Fatullah
4426,M B Knit Fashion Ltd.,Fatullah Police Station,Narayanganj,"Plot B-164-166, B-185-187, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Mohammad Hatem,Managing Director,Member,Fatullah
4427,Knit Man Composite Ltd.,Fatullah Police Station,Narayanganj,"Plot B-139, Road No 1, Block B, BSCIC Industrial Estate, Enayetnagar, Fatullah, Narayanganj-1420",Tapash Chandra Saha,Director,Member,Fatullah
